Year_Birth;Education;Marital_Status;Income;Kidhome;Teenhome;Recency;MntWines;MntFruits;MntMeatProducts;MntFishProducts;MntSweetProducts;MntGoldProds;NumDealsPurchases;NumWebPurchases;NumCatalogPurchases;NumStorePurchases;NumWebVisitsMonth;Complain
1980;1;5;69508.0;1;0;48;824.0;32.0;162.0;42.0;32.0;43.0;2.0;11.0;4.0;11;6.0;0.0
1988;3;5;45204.0;1;0;93;30.0;11.0;25.0;29.0;1.0;18.0;1.0;1.0;1.0;4;3.0;0.0
1969;1;3;72460.0;0;0;56;377.0;10.0;540.0;80.0;30.0;10.0;1.0;3.0;5.0;7;1.0;0.0
1970;4;5;77622.0;0;2;3;520.0;7.0;154.0;19.0;0.0;14.0;2.0;6.0;3.0;11;3.0;0.0
1980;4;3;30732.0;1;0;44;155.0;1.0;25.0;0.0;1.0;3.0;4.0;4.0;1.0;4;8.0;0.0
1962;1;2;63887.0;0;1;38;897.0;23.0;207.0;15.0;11.0;92.0;5.0;9.0;6.0;12;6.0;0.0
1978;1;5;42011.0;1;0;46;131.0;0.0;16.0;2.0;1.0;39.0;4.0;3.0;1.0;4;8.0;0.0
1976;1;5;51369.0;0;1;84;297.0;7.0;79.0;0.0;11.0;182.0;2.0;8.0;2.0;4;8.0;0.0
1952;1;2;51537.0;0;1;27;787.0;20.0;204.0;0.0;0.0;92.0;3.0;2.0;2.0;11;8.0;0.0
1972;4;3;79930.0;0;0;72;792.0;86.0;740.0;67.0;51.0;17.0;1.0;3.0;5.0;8;2.0;0.0
1986;4;5;34320.0;1;0;66;4.0;1.0;9.0;3.0;0.0;0.0;1.0;1.0;0.0;2;8.0;0.0
1962;3;2;81975.0;0;1;2;983.0;76.0;184.0;180.0;138.0;27.0;1.0;6.0;3.0;4;7.0;0.0
1971;1;5;38590.0;1;0;65;3.0;1.0;8.0;4.0;3.0;3.0;1.0;1.0;0.0;2;8.0;0.0
1951;1;4;15033.0;0;0;37;0.0;4.0;5.0;6.0;0.0;4.0;1.0;1.0;0.0;3;3.0;0.0
1965;4;3;62745.0;0;1;89;562.0;21.0;464.0;28.0;10.0;32.0;3.0;7.0;8.0;11;5.0;0.0
1975;3;3;22212.0;1;0;49;5.0;9.0;20.0;6.0;8.0;21.0;2.0;2.0;0.0;4;6.0;0.0
1982;2;5;23661.0;1;0;46;18.0;0.0;4.0;0.0;0.0;1.0;1.0;1.0;0.0;3;7.0;0.0
1958;4;4;79761.0;0;1;32;415.0;5.0;124.0;15.0;35.0;11.0;1.0;5.0;2.0;11;3.0;0.0
1973;1;4;7500.0;1;0;54;5.0;3.0;10.0;12.0;7.0;20.0;4.0;3.0;1.0;3;7.0;0.0
1968;1;6;73455.0;0;0;98;901.0;61.0;757.0;186.0;150.299786191687;20.0;1.0;6.0;5.0;10;3.0;0.0
1958;1;5;64961.0;0;1;97;382.0;114.0;276.0;75.0;124.0;38.0;2.0;6.0;4.0;4;3.0;0.0
1971;1;4;22804.0;1;0;75;14.0;1.0;7.0;2.0;1.0;1.0;1.0;2.0;0.0;2;9.0;0.0
1990;1;3;73687.0;0;0;8;559.0;146.6455714594779;503.0;202.59642869944088;13.0;181.0;1.0;3.0;9.0;9;2.0;0.0
1958;1;3;61074.0;0;1;37;789.0;0.0;133.0;0.0;28.0;152.0;6.674673391341949;11.0;5.0;8;7.0;0.0
1964;4;3;31686.0;1;1;31;11.0;0.0;5.0;0.0;0.0;1.0;2.0;1.0;0.0;3;6.0;0.0
1972;1;3;80134.0;1;0;40;1218.0;16.0;272.0;104.0;0.0;80.0;2.0;5.0;3.0;6;6.0;0.0
1953;1;3;75027.0;0;1;74;925.0;64.0;179.0;133.0;12.0;77.0;2.0;9.0;4.0;6;5.0;0.0
1988;4;3;67546.0;0;0;90;864.0;134.0;768.0;150.0;38.0;172.0;1.0;4.0;10.0;5;3.0;0.0
1969;2;5;65176.0;0;1;57;960.0;28.0;183.0;202.59642869944088;70.0;70.0;4.0;9.0;6.0;6;6.0;0.0
1975;2;4;31160.0;1;0;59;16.0;3.0;25.0;6.0;1.0;13.0;2.0;2.0;0.0;3;8.0;0.0
1985;1;4;29938.0;1;0;52;3.0;3.0;7.0;0.0;2.0;11.0;2.0;1.0;0.0;3;6.0;0.0
1974;1;2;102692.0;0;0;5;168.0;146.6455714594779;444.0;32.0;150.299786191687;148.0;1.0;6.0;9.0;13;2.0;0.0
1958;3;5;26490.0;0;0;92;45.0;47.0;52.0;21.0;20.0;25.0;2.0;3.0;1.0;5;6.0;0.0
1967;1;5;75702.0;1;1;77;650.0;28.0;353.0;45.0;42.0;30.0;5.0;4.0;6.0;11;8.0;0.0
1974;4;4;30899.0;1;0;35;24.0;0.0;8.0;0.0;0.0;1.0;2.0;1.0;0.0;3;6.0;0.0
1961;4;5;63342.0;0;1;48;918.0;21.0;118.0;13.0;10.0;21.0;3.0;8.0;3.0;5;6.0;0.0
1964;1;4;45989.0;0;1;97;138.0;33.0;87.0;28.0;24.0;12.0;4.0;3.0;2.0;7;3.0;0.0
1964;1;4;18701.0;1;1;95;12.0;4.0;2.0;10.0;6.0;10.0;4.0;2.0;0.0;4;5.0;0.0
1957;4;4;40737.0;2;1;24;11.0;0.0;4.0;0.0;0.0;2.0;1.0;1.0;0.0;2;8.0;0.0
1979;1;2;15287.0;1;0;60;1.0;2.0;8.0;4.0;3.0;13.0;2.0;1.0;1.0;2;7.0;0.0
1968;4;2;69674.0;0;2;46;554.0;41.0;215.0;11.0;0.0;24.0;3.0;10.0;2.0;10;5.0;0.0
1970;2;3;44159.0;1;0;85;167.0;2.0;62.0;24.0;13.0;7.0;4.0;4.0;1.0;6;5.0;0.0
1978;4;3;37717.0;1;0;31;9.0;0.0;6.0;4.0;1.0;5.0;1.0;1.0;0.0;2;9.0;0.0
1952;2;5;43776.0;1;1;9;177.0;2.0;71.0;3.0;2.0;20.0;6.0;5.0;2.0;4;8.0;0.0
1966;2;3;38179.0;1;1;30;38.0;4.0;22.0;4.0;2.0;20.0;4.0;3.0;1.0;3;7.0;0.0
1963;1;3;80124.0;0;0;47;483.0;84.0;398.0;202.59642869944088;84.0;200.27102189365988;1.0;3.0;7.0;8;1.0;0.0
1970;4;3;38097.0;1;1;70;77.0;2.0;35.0;0.0;1.0;69.0;4.0;3.0;2.0;2;7.0;0.0
1970;1;3;72940.0;0;0;13;182.0;74.0;298.0;162.0;149.0;116.0;1.0;3.0;3.0;6;1.0;0.0
1970;1;5;22070.0;1;0;11;10.0;7.0;19.0;8.0;2.0;21.0;2.0;2.0;2.0;2;6.0;0.0
1953;1;4;69267.0;0;0;31;778.0;44.0;499.0;95.0;73.0;146.0;2.0;3.0;4.0;5;7.0;0.0
1983;2;4;31788.0;1;0;15;16.0;7.0;23.0;0.0;8.0;6.0;3.0;3.0;0.0;4;5.0;0.29499006712069265
1975;4;5;61905.0;0;1;2;167.0;0.0;43.0;6.0;2.0;13.0;2.0;4.0;2.0;4;5.0;0.0
1960;1;3;29315.0;1;1;55;13.0;2.0;14.0;8.0;7.0;4.0;4.0;2.0;0.0;4;6.0;0.0
1963;1;2;33378.0;1;1;38;33.0;6.0;40.0;3.0;7.0;10.0;3.0;2.0;0.0;4;7.0;0.0
1963;4;5;66313.0;0;1;86;625.0;7.0;99.0;10.0;22.0;7.0;2.0;6.0;3.0;12;4.0;0.0
1956;1;4;60714.0;0;0;56;216.0;146.6455714594779;224.0;101.0;92.0;162.0;2.0;7.0;4.0;10;5.0;0.0
1981;2;5;77882.0;0;0;29;68.0;129.0;396.0;188.0;22.0;15.0;1.0;3.0;3.0;5;1.0;0.0
1986;4;4;69867.0;0;0;30;196.0;0.0;512.0;33.0;130.0;54.0;1.0;3.0;5.0;8;1.0;0.0
1968;2;2;63841.0;0;1;64;635.0;15.0;100.0;20.0;7.0;131.0;1.0;9.0;3.0;9;6.0;0.0
1981;0;3;24480.0;1;0;46;4.0;19.0;9.0;28.0;25.0;17.0;3.0;3.0;0.0;4;7.0;0.0
1976;1;5;51369.0;0;1;84;297.0;7.0;79.0;0.0;11.0;182.0;2.0;8.0;2.0;4;8.0;0.0
1946;1;5;37760.0;0;0;20;84.0;5.0;38.0;150.0;12.0;28.0;2.0;4.0;1.0;6;7.0;0.0
1974;4;5;65640.0;0;1;74;204.0;7.0;149.0;20.0;15.0;66.0;1.0;5.0;1.0;8;2.0;0.0
1975;2;3;44319.0;1;1;18;26.0;0.0;8.0;0.0;0.0;3.0;2.0;2.0;0.0;3;5.0;0.0
1974;1;3;30631.0;1;0;75;15.0;6.0;20.0;4.0;5.0;20.0;1.0;3.0;1.0;2;7.0;0.0
1952;1;5;75278.0;0;0;17;304.0;98.0;230.0;150.0;74.0;74.0;1.0;6.0;3.0;13;3.0;0.0
1966;1;6;79946.0;0;0;19;395.0;146.6455714594779;565.0;166.0;141.0;28.0;1.0;5.0;10.910125224068649;5;3.0;0.0
1949;2;2;35416.0;0;0;62;248.0;3.0;81.0;4.0;3.0;51.0;3.0;7.0;1.0;5;8.0;0.0
1984;3;5;32414.0;0;0;11;20.0;6.0;5.0;0.0;9.0;12.0;1.0;1.0;0.0;3;7.0;0.0
1969;1;5;38361.0;1;0;74;39.0;0.0;56.0;20.0;8.0;14.0;3.0;3.0;1.0;3;7.0;0.0
1980;1;3;82497.0;0;0;32;777.0;129.0;573.0;202.59642869944088;21.0;200.27102189365988;1.0;2.0;7.0;9;4.0;0.0
1971;1;5;16626.0;2;0;76;8.0;3.0;22.0;21.0;1.0;13.0;3.0;3.0;0.0;3;9.0;0.0
1965;1;5;29672.0;1;1;6;9.0;1.0;3.0;0.0;4.0;8.0;1.0;0.0;0.0;3;6.0;0.0
1952;2;5;55951.0;0;1;62;1241.0;0.0;80.0;0.0;13.0;40.0;3.0;3.0;6.0;11;8.0;0.0
1988;3;2;35388.0;1;0;20;6.0;4.0;7.0;4.0;3.0;8.0;1.0;1.0;0.0;3;7.0;0.0
1986;2;5;42386.0;1;0;43;65.0;4.0;16.0;0.0;4.0;11.0;1.0;3.0;0.0;3;8.0;0.0
1982;1;4;68627.0;0;0;45;395.0;15.0;263.0;60.0;54.0;38.0;1.0;2.0;3.0;6;1.0;0.0
1965;4;2;57912.0;0;1;34;801.0;0.0;80.0;0.0;0.0;35.0;5.0;8.0;3.0;12;5.0;0.0
1958;1;2;35246.0;1;1;53;36.0;0.0;12.0;2.0;2.0;10.0;4.0;3.0;1.0;3;5.0;0.0
1956;3;5;58821.0;0;1;44;513.0;14.0;154.0;19.0;0.0;28.0;1.0;9.0;2.0;9;6.0;0.0
1978;4;3;46377.0;1;0;89;37.0;0.0;46.0;4.0;3.0;0.0;1.0;2.0;1.0;3;4.0;0.0
1988;1;4;39747.0;1;0;43;80.0;15.0;93.0;20.0;13.0;52.0;3.0;5.0;1.0;4;8.0;0.0
1984;1;5;23976.0;1;0;68;14.0;1.0;21.0;2.0;3.0;25.0;3.0;3.0;1.0;3;7.0;0.0
1961;2;3;80950.0;0;0;44;525.0;146.6455714594779;112.0;202.59642869944088;147.0;63.0;1.0;6.0;7.0;9;2.0;0.0
1966;1;6;27038.0;0;0;64;1.0;26.0;25.0;17.0;23.0;15.0;1.0;3.0;0.0;3;9.0;0.0
1947;1;4;77457.0;0;0;85;675.0;11.0;400.0;15.0;45.0;11.0;1.0;2.0;5.0;10;1.0;0.0
1964;2;3;64100.0;0;1;93;509.0;0.0;27.0;0.0;0.0;10.0;1.0;8.0;3.0;6;7.0;0.0
1992;2;5;42670.0;0;0;12;154.0;2.0;46.0;20.0;4.0;15.0;1.0;4.0;2.0;4;4.0;0.0
1976;1;2;12571.0;1;0;86;3.0;5.0;14.0;2.0;12.0;17.0;4.0;3.0;1.0;3;6.0;0.0
1967;1;3;22574.0;2;1;28;25.0;0.0;8.0;2.0;0.0;2.0;2.0;2.0;0.0;3;7.0;0.0
1989;1;3;51606.0;0;0;69;861.0;138.0;461.0;60.0;30.0;61.0;1.0;6.0;5.0;12;3.0;0.0
1976;2;4;70893.0;0;0;42;768.0;44.0;561.0;77.0;44.0;14.0;1.0;6.0;6.0;10;3.0;0.0
1966;1;3;54198.0;1;1;13;185.0;0.0;28.0;3.0;2.0;17.0;6.0;3.0;1.0;6;4.0;0.0
1956;2;5;28839.0;1;1;86;24.0;0.0;7.0;0.0;0.0;1.0;2.0;2.0;0.0;3;5.0;0.0
1972;1;3;40321.0;1;1;59;44.0;4.0;21.0;6.0;0.0;27.0;2.0;3.0;0.0;3;7.0;0.0
1985;1;4;66503.0;1;0;30;91.0;64.0;128.0;65.0;3.0;50.0;2.0;4.0;3.0;6;3.0;0.0
1951;1;3;30833.0;1;1;33;11.0;0.0;7.0;3.0;1.0;6.0;2.0;1.0;0.0;3;5.0;0.0
1970;1;4;51606.0;1;2;67;738.0;20.0;172.0;52.0;50.0;20.0;6.0;2.0;3.0;10;7.0;0.0
1971;1;3;64795.0;0;1;23;412.0;5.0;119.0;38.0;29.0;77.0;3.0;3.0;3.0;12;2.0;0.0
1974;1;3;34421.0;1;0;81;3.0;3.0;7.0;6.0;2.0;9.0;1.0;1.0;0.0;2;7.0;0.0
1965;4;2;47025.0;1;1;6;16.0;0.0;3.0;0.0;0.0;1.0;1.0;1.0;0.0;2;7.0;0.0
1961;4;2;64325.0;0;1;41;731.0;60.0;353.0;78.0;12.0;73.0;5.0;10.0;3.0;5;7.0;0.0
1953;1;4;40464.0;0;1;78;424.0;17.0;118.0;7.0;23.0;41.0;6.0;8.0;2.0;8;8.0;0.0
1957;1;3;62187.0;0;0;49;792.0;0.0;275.0;45.0;45.0;126.0;1.0;4.0;8.0;5;3.0;0.0
1976;4;2;14849.0;1;0;39;21.0;2.0;28.0;3.0;2.0;9.0;3.0;2.0;0.0;4;8.0;0.0
1984;1;3;27255.0;1;0;3;22.0;1.0;11.0;0.0;1.0;2.0;1.0;1.0;0.0;3;7.0;0.0
1950;4;3;54432.0;2;1;37;33.0;0.0;5.0;0.0;0.0;0.0;1.0;1.0;0.0;3;4.0;0.0
1986;4;4;29999.0;1;0;22;68.0;7.0;59.0;10.0;5.0;11.0;4.0;3.0;1.0;4;8.0;0.0
1983;1;4;24072.0;1;0;79;9.0;1.0;6.0;3.0;0.0;4.0;1.0;1.0;0.0;2;8.0;0.0
1989;4;4;33996.0;0;0;46;40.0;2.0;15.0;8.0;0.0;6.0;1.0;1.0;1.0;3;4.0;0.0
1956;4;3;66334.0;0;1;82;909.0;11.0;218.0;0.0;0.0;23.0;2.0;9.0;3.0;5;5.0;0.0
1971;2;3;35178.0;1;0;10;23.0;1.0;13.0;2.0;2.0;18.0;1.0;1.0;1.0;2;7.0;0.0
1983;1;5;22010.0;1;0;51;11.0;2.0;9.0;3.0;0.0;8.0;2.0;2.0;0.0;3;8.0;0.0
1960;1;2;62204.0;0;2;38;317.0;46.0;247.0;151.0;46.0;139.0;1.0;4.0;5.0;12;3.0;0.0
1968;1;2;75693.0;0;0;10;797.0;146.6455714594779;293.0;72.0;97.0;30.0;1.0;11.0;4.0;6;4.0;0.0
1972;1;3;30675.0;1;0;14;10.0;2.0;16.0;11.0;2.0;21.0;1.0;1.0;0.0;3;8.0;0.0
1965;1;5;83003.0;0;0;18;856.0;61.0;570.0;40.0;25.0;122.0;1.0;7.0;6.0;8;3.0;0.0
1988;1;4;68655.0;0;0;95;456.0;19.0;820.2565973619579;75.0;118.0;38.0;1.0;4.0;5.0;11;3.0;0.0
1986;1;2;41411.0;0;0;11;37.0;32.0;38.0;11.0;3.0;18.0;1.0;2.0;1.0;4;6.0;0.0
1969;4;3;55212.0;0;1;65;1103.0;0.0;45.0;0.0;0.0;34.0;3.0;4.0;2.0;11;8.0;0.0
1950;4;5;59292.0;0;1;71;378.0;14.0;68.0;19.0;14.0;14.0;2.0;3.0;5.0;8;3.0;0.0
1973;0;5;27190.0;1;0;13;1.0;6.0;7.0;0.0;1.0;3.0;1.0;1.0;0.0;2;8.0;0.0
1952;1;2;82623.0;0;0;58;204.0;34.0;204.0;172.0;150.299786191687;173.0;1.0;2.0;9.0;4;1.0;0.0
1965;1;3;44300.0;1;1;65;30.0;0.0;9.0;0.0;0.0;3.0;2.0;1.0;0.0;3;6.0;0.0
1970;1;2;84835.0;0;0;0;189.0;104.0;379.0;111.0;150.299786191687;200.27102189365988;1.0;4.0;4.0;6;1.0;0.0
1971;1;6;30372.0;1;1;33;15.0;0.0;12.0;7.0;3.0;7.0;3.0;2.0;0.0;3;7.0;0.0
1976;2;3;33181.0;1;0;90;9.0;0.0;3.0;0.0;0.0;4.0;1.0;1.0;0.0;2;6.0;0.0
1957;1;3;71113.0;0;1;95;495.0;33.0;255.0;11.0;33.0;8.0;4.0;6.0;7.0;9;4.0;0.0
1986;1;3;71952.0;1;0;93;656.0;80.0;455.0;52.0;107.0;93.0;2.0;8.0;4.0;8;4.0;0.0
1966;4;4;69759.0;0;0;38;452.0;20.0;514.0;13.0;30.0;0.0;3.0;4.0;6.0;5;3.0;0.0
1974;1;3;72099.0;0;0;18;546.0;91.0;410.0;119.0;0.0;22.0;1.0;3.0;4.0;10;1.0;0.0
1976;4;4;60000.0;0;1;57;1048.0;0.0;217.0;0.0;0.0;12.0;5.0;11.0;3.0;5;6.0;0.0
1978;1;4;38643.0;1;1;45;22.0;2.0;14.0;0.0;1.0;10.0;2.0;2.0;0.0;3;7.0;0.29499006712069265
1955;1;3;50737.0;0;1;61;78.0;0.0;11.0;0.0;0.0;10.0;1.0;2.0;0.0;4;6.0;0.0
1969;4;3;68462.0;0;0;6;561.0;64.0;785.0;84.0;128.0;48.0;1.0;3.0;3.0;8;1.0;0.0
1943;2;3;65073.0;0;0;65;629.0;17.0;177.0;69.0;0.0;8.0;1.0;5.0;3.0;5;2.0;0.29499006712069265
1948;4;5;46681.0;0;2;52;269.0;15.0;69.0;15.0;19.0;38.0;2.0;4.0;6.0;4;5.0;0.0
1957;1;3;78618.0;0;0;87;736.0;146.6455714594779;818.0;202.59642869944088;150.299786191687;61.0;1.0;4.0;7.0;10;2.0;0.0
1969;4;6;62187.0;0;1;38;512.0;0.0;83.0;0.0;0.0;41.0;3.0;6.0;2.0;10;4.0;0.0
1978;1;3;28442.0;2;0;53;19.0;3.0;10.0;11.0;8.0;6.0;3.0;2.0;1.0;4;4.0;0.0
1978;4;3;37717.0;1;0;31;9.0;0.0;6.0;4.0;1.0;5.0;1.0;1.0;0.0;2;9.0;0.0
1967;1;3;51479.0;1;1;67;247.0;8.0;160.0;6.0;8.0;65.0;6.674673391341949;6.0;3.0;6;7.0;0.0
1969;1;4;54803.0;0;1;65;404.0;0.0;92.0;28.0;27.0;142.0;2.0;6.0;2.0;9;4.0;0.0
1960;1;3;79530.0;0;0;64;333.0;0.0;815.0;129.0;42.0;29.0;1.0;4.0;10.0;11;2.0;0.0
1976;1;2;31615.0;1;0;82;2.0;3.0;20.0;6.0;11.0;9.0;2.0;2.0;0.0;3;7.0;0.0
1962;1;5;72025.0;0;0;27;833.0;33.0;549.0;151.0;133.0;200.27102189365988;1.0;4.0;3.0;8;3.0;0.0
1975;4;4;52614.0;0;1;63;789.0;0.0;142.0;12.0;9.0;38.0;2.0;2.0;4.0;8;8.0;0.0
1984;3;3;35684.0;1;0;66;10.0;4.0;7.0;0.0;6.0;3.0;1.0;1.0;0.0;3;6.0;0.0
1975;1;3;48178.0;1;1;69;159.0;4.0;45.0;6.0;2.0;38.0;6.0;5.0;1.0;4;8.0;0.0
1970;2;4;29548.0;1;0;52;7.0;1.0;6.0;3.0;1.0;11.0;1.0;1.0;1.0;2;4.0;0.0
1966;1;4;63810.0;0;1;45;977.0;12.0;253.0;16.0;12.0;101.0;4.0;4.0;3.0;12;8.0;0.0
1972;4;4;38578.0;1;1;2;38.0;4.0;22.0;3.0;3.0;3.0;3.0;3.0;0.0;3;8.0;0.0
1975;2;4;46098.0;1;1;86;57.0;0.0;27.0;0.0;0.0;36.0;4.0;3.0;2.0;2;8.0;0.0
1970;1;4;22585.0;0;0;23;3.0;9.0;15.0;13.0;2.0;39.0;1.0;1.0;1.0;2;9.0;0.0
1989;1;4;30279.0;1;0;13;10.0;4.0;14.0;4.0;4.0;1.0;1.0;1.0;0.0;3;8.0;0.0
1961;4;5;66426.0;0;1;14;1043.0;24.0;97.0;32.0;24.0;157.0;2.0;3.0;5.0;10;6.0;0.0
1969;1;4;30822.0;1;0;92;3.0;9.0;13.0;2.0;12.0;12.0;1.0;1.0;0.0;3;7.0;0.0
1969;4;3;33581.0;2;0;38;11.0;0.0;5.0;0.0;0.0;1.0;1.0;1.0;0.0;2;8.0;0.0
1985;1;3;19986.0;1;0;74;3.0;6.0;5.0;0.0;2.0;6.0;1.0;0.0;0.0;3;7.0;0.0
1954;1;6;27421.0;0;0;14;43.0;12.0;96.0;78.0;40.0;55.0;3.0;4.0;1.0;6;7.0;0.0
1973;3;3;35688.0;2;1;94;73.0;3.0;90.0;12.0;1.0;32.0;6.674673391341949;4.0;1.0;4;8.0;0.0
1981;2;4;36143.0;1;0;33;12.0;0.0;1.0;0.0;0.0;6.0;1.0;0.0;1.0;2;3.0;0.0
1971;1;4;10245.0;1;0;32;4.0;7.0;7.0;6.0;4.0;13.0;3.0;1.0;2.0;2;5.0;0.0
1968;2;5;43795.0;0;1;11;314.0;11.0;53.0;4.0;3.0;107.0;3.0;7.0;3.0;4;7.0;0.0
1960;1;5;63381.0;0;1;78;571.0;50.0;142.0;33.0;50.0;159.0;4.0;4.0;5.0;13;2.0;0.0
1949;1;5;38823.0;0;1;56;70.0;0.0;11.0;2.0;8.0;23.0;1.0;2.0;1.0;3;6.0;0.0
1968;4;2;83664.0;1;1;57;866.0;21.0;151.0;28.0;21.0;86.0;3.0;2.0;2.0;12;5.0;0.0
1979;1;5;90300.0;0;0;7;594.0;134.0;786.0;33.0;134.0;57.0;0.0;5.0;6.0;8;1.0;0.0
1979;2;5;62499.0;1;0;0;140.0;4.0;61.0;0.0;13.0;4.0;2.0;3.0;1.0;6;4.0;0.0
1993;1;4;74293.0;0;0;66;375.0;146.6455714594779;335.0;93.0;91.0;81.0;1.0;5.0;4.0;6;2.0;0.0
1946;4;3;51012.0;0;0;86;102.0;9.0;63.0;2.0;9.0;24.0;1.0;4.0;1.0;4;6.0;0.0
1968;2;3;70777.0;0;1;80;554.0;35.0;113.0;0.0;7.0;78.0;3.0;5.0;3.0;12;3.0;0.0
1991;4;5;68682.0;0;0;56;919.0;0.0;505.0;99.0;30.0;45.0;1.0;4.0;9.0;10;2.0;0.0
1971;1;3;43824.0;1;1;18;96.0;1.0;42.0;12.0;3.0;32.0;4.0;3.0;1.0;4;8.0;0.0
1984;1;5;15345.0;1;0;51;5.0;2.0;16.0;3.0;2.0;19.0;2.0;1.0;1.0;2;8.0;0.0
1987;1;4;23442.0;1;0;71;2.0;0.0;6.0;8.0;6.0;5.0;1.0;1.0;0.0;3;7.0;0.0
1980;3;5;14515.0;1;0;71;6.0;4.0;9.0;6.0;36.0;35.0;4.0;2.0;2.0;3;7.0;0.0
1956;3;2;31395.0;1;1;80;23.0;1.0;25.0;0.0;8.0;7.0;4.0;2.0;1.0;3;6.0;0.0
1965;1;5;75276.0;0;0;2;610.0;105.0;125.0;137.0;42.0;21.0;1.0;9.0;4.0;9;5.0;0.0
1974;1;4;42373.0;1;1;83;67.0;5.0;61.0;3.0;8.0;19.0;5.0;2.0;1.0;5;5.0;0.0
1960;1;5;30507.0;0;0;29;65.0;36.0;74.0;38.0;20.0;110.0;1.0;5.0;1.0;4;7.0;0.0
1965;1;3;48006.0;1;1;55;23.0;0.0;11.0;3.0;2.0;2.0;1.0;1.0;0.0;3;6.0;0.0
1972;4;4;27213.0;1;0;19;19.0;3.0;26.0;10.0;9.0;3.0;3.0;2.0;0.0;4;8.0;0.0
1971;4;2;65808.0;1;1;1;155.0;7.0;80.0;13.0;7.0;10.0;3.0;5.0;1.0;5;6.0;0.0
1974;4;5;30351.0;1;0;19;14.0;0.0;24.0;3.0;3.0;2.0;1.0;3.0;0.0;2;9.0;0.0
1963;1;3;50437.0;0;2;28;370.0;9.0;92.0;6.0;9.0;4.0;3.0;7.0;1.0;8;7.0;0.0
1982;3;4;23616.0;1;0;76;4.0;22.0;11.0;3.0;7.0;32.0;2.0;3.0;0.0;3;8.0;0.0
1976;1;3;53858.0;0;1;50;407.0;53.0;221.0;58.0;150.0;26.0;4.0;4.0;3.0;6;4.0;0.0
1955;4;3;66465.0;0;1;1;1200.0;0.0;204.0;38.0;29.0;14.0;3.0;11.0;9.0;12;6.0;0.0
1987;1;4;46923.0;1;0;90;85.0;44.0;54.0;102.0;78.0;6.0;3.0;5.0;1.0;7;7.0;0.0
1962;1;5;75072.0;0;1;83;583.0;34.0;309.0;0.0;22.0;125.0;2.0;5.0;4.0;8;3.0;0.0
1943;4;3;75865.0;0;0;73;483.0;0.0;591.0;156.0;0.0;12.0;1.0;3.0;5.0;10;1.0;0.0
1975;3;5;19789.0;1;0;24;2.0;5.0;9.0;28.0;6.0;28.0;3.0;2.0;1.0;3;5.0;0.0
1994;1;5;80134.0;0;0;11;966.0;26.0;282.0;52.0;26.0;26.0;1.0;2.0;7.0;11;5.0;0.0
1981;1;4;91065.0;0;0;33;822.0;114.0;108.0;179.0;137.0;114.0;1.0;7.0;9.0;9;3.0;0.0
1973;4;3;37401.0;1;0;14;19.0;3.0;19.0;3.0;1.0;3.0;2.0;2.0;0.0;3;7.0;0.0
1983;1;3;30096.0;1;0;30;5.0;3.0;11.0;12.0;5.0;9.0;1.0;2.0;0.0;3;6.0;0.0
1982;2;5;18492.0;1;0;75;2.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;0.0;2;8.0;0.0
1974;2;3;82584.0;0;0;26;1076.0;68.0;103.0;29.0;91.0;68.0;1.0;3.0;4.0;8;1.0;0.0
1941;4;3;93027.0;0;0;77;1285.0;42.0;716.0;55.0;0.0;21.0;0.0;7.0;10.0;5;2.0;0.0
1953;1;3;48686.0;1;2;8;10.0;0.0;7.0;2.0;0.0;1.0;1.0;1.0;0.0;2;8.0;0.0
1986;1;3;92910.0;0;0;42;551.0;137.0;792.0;179.0;103.0;33.0;1.0;6.0;7.0;13;1.0;0.0
1989;1;3;75433.0;1;0;28;800.0;0.0;297.0;0.0;34.0;57.0;2.0;2.0;5.0;10;6.0;0.0
1989;3;5;10404.0;1;0;52;2.0;2.0;11.0;10.0;6.0;12.0;2.0;1.0;0.0;4;5.0;0.0
1968;1;3;61314.0;0;1;1;378.0;0.0;189.0;97.0;150.299786191687;172.0;2.0;5.0;5.0;12;3.0;0.0
1961;4;4;84865.0;0;0;1;1248.0;16.0;349.0;43.0;16.0;16.0;1.0;2.0;4.0;9;4.0;0.0
1989;1;3;42387.0;1;0;42;235.0;0.0;235.0;19.0;4.0;191.0;5.0;8.0;1.0;7;8.0;0.0
1964;1;3;75236.0;0;1;27;438.0;66.0;400.0;12.0;38.0;114.0;1.0;8.0;3.0;13;4.0;0.0
1970;1;4;30015.0;1;0;28;25.0;0.0;22.0;2.0;3.0;5.0;2.0;1.0;0.0;4;5.0;0.0
1956;2;5;50943.0;0;1;49;31.0;0.0;7.0;2.0;0.0;6.0;1.0;1.0;0.0;3;5.0;0.0
1966;1;2;67272.0;0;1;12;357.0;35.0;271.0;28.0;28.0;14.0;3.0;6.0;2.0;12;5.0;0.0
1949;2;6;51529.0;0;1;14;400.0;4.0;35.0;6.0;0.0;22.0;2.0;9.0;1.0;5;8.0;0.0
1971;4;3;32011.0;1;0;89;99.0;0.0;15.0;2.0;1.0;5.0;3.0;2.0;1.0;4;7.0;0.0
1986;3;3;7500.0;1;0;96;1.0;11.0;5.0;4.0;6.0;9.0;2.0;2.0;0.0;3;8.0;0.0
